#time meanCourantNo maxCourantNo Ndt
5384 0.160604 0.235886 0.0880949
5392 0.160604 0.235895 0.0880937
5400 0.160605 0.235905 0.0880924
5408 0.160606 0.235912 0.0880912
5416 0.160606 0.235919 0.08809
5424 0.160606 0.235923 0.0880888
5432 0.160606 0.235926 0.0880876
5440 0.160606 0.235927 0.0880863
5448 0.160606 0.235926 0.0880851
5456 0.160605 0.235923 0.0880839
5464 0.160605 0.235918 0.0880827
5472 0.160604 0.235911 0.0880814
5480 0.160603 0.235903 0.0880802
5488 0.160601 0.235894 0.0880789
5496 0.1606 0.235884 0.0880776
5504 0.160598 0.235872 0.0880763
5512 0.160596 0.235862 0.088075
5520 0.160594 0.23585 0.0880737
5528 0.160591 0.235839 0.0880723
5536 0.160589 0.235829 0.0880709
5544 0.160586 0.235819 0.0880695
5552 0.160583 0.235809 0.0880681
5560 0.16058 0.235801 0.0880666
5568 0.160577 0.235793 0.0880651
5576 0.160573 0.235787 0.0880636
5584 0.16057 0.23578 0.0880621
5592 0.160566 0.235775 0.0880606
5600 0.160562 0.23577 0.088059
5608 0.160558 0.235766 0.0880575
5616 0.160554 0.235761 0.0880559
5624 0.160549 0.235757 0.0880544
5632 0.160545 0.235753 0.0880528
5640 0.160541 0.235749 0.0880513
5648 0.160537 0.235744 0.0880498
5656 0.160533 0.235739 0.0880483
5664 0.16053 0.235733 0.0880468
5672 0.160526 0.235728 0.0880454
5680 0.160523 0.235721 0.088044
5688 0.16052 0.235715 0.0880426
5696 0.160518 0.235707 0.0880413
5704 0.160515 0.2357 0.08804
5712 0.160513 0.235692 0.0880388
5720 0.160512 0.235684 0.0880376
5728 0.16051 0.235676 0.0880364
5736 0.160509 0.235668 0.0880353
5744 0.160508 0.235659 0.0880342
5752 0.160508 0.235651 0.0880332
5760 0.160508 0.235643 0.0880322
5768 0.160508 0.235635 0.0880312
5776 0.160509 0.235626 0.0880303
5784 0.16051 0.235618 0.0880294
5792 0.160511 0.235609 0.0880284
5800 0.160513 0.235601 0.0880275
5808 0.160514 0.235591 0.0880266
5816 0.160516 0.235582 0.0880257
5824 0.160518 0.235573 0.0880248
5832 0.16052 0.235563 0.0880239
5840 0.160522 0.235552 0.088023
5848 0.160524 0.235541 0.088022
5856 0.160527 0.235528 0.0880211
5864 0.160529 0.235516 0.0880201
5872 0.160531 0.235502 0.0880191
5880 0.160533 0.235488 0.088018
5888 0.160534 0.235473 0.088017
5896 0.160536 0.235457 0.0880159
5904 0.160537 0.23544 0.0880149
5912 0.160538 0.235422 0.0880138
5920 0.160539 0.235403 0.0880127
5928 0.16054 0.235384 0.0880116
5936 0.160541 0.235363 0.0880104
5944 0.160542 0.235342 0.0880093
